Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
4974,984,1.0,2.0,1,1998.0,Urban,Good,No,159790
4975,10817,12.0,12.0,4,2018.0,Urban,Good,Attached,3202955
4976,5602,7.0,9.0,2,1971.0,Urban,Poor,Attached,729024
4977,7027,12.0,12.0,3,1987.0,Urban,,No,1745541
4978,2366,4.0,5.0,1,2010.0,Downtown,,No,538658
4979,1138,3.0,3.0,1,1995.0,Urban,Fair,Attached,135969
4980,4246,5.0,8.0,3,2013.0,Suburban,Good,Attached,886041
4981,4292,6.0,7.0,4,2022.0,Urban,Excellent,Detached,2318880
4982,9038,12.0,12.0,4,2011.0,Urban,Excellent,Attached,5000000
4983,2901,6.0,7.0,3,1971.0,Urban,Fair,,603954
4984,3918,6.0,8.0,3,2004.0,Urban,Good,Yes,1122447
4985,1339,3.0,2.0,1,1990.0,Downtown,Fair,No,109967
4986,11356,12.0,12.0,3,,Urban,Excellent,No,5000000
4987,2719,2.0,2.0,1,2000.0,Downtown,,No,418560
4988,3329,4.0,6.0,1,2011.0,Downtown,Excellent,No,1463338
4989,4332,6.0,8.0,1,1974.0,Downtown,Poor,No,441672
4990,1464,2.0,4.0,1,2010.0,Rural,,Detached,142384
4991,812,1.0,2.0,1,1960.0,Downtown,Poor,No,65035
4992,1312,2.0,1.0,1,1961.0,Urban,Fair,No,59098
4993,4262,8.0,8.0,4,1993.0,Urban,Excellent,Attached,1583857
4994,3189,8.0,6.0,1,1973.0,Downtown,Poor,Detached,460451
4995,1255,3.0,5.0,1,1966.0,Downtown,Excellent,No,462546
4996,2417,5.0,5.0,1,2008.0,Downtown,Fair,Yes,415960
4997,3594,5.0,7.0,1,2009.0,Downtown,Good,Yes,1216069
4998,5438,9.0,11.0,1,2003.0,Downtown,Fair,Yes,1683021
4999,14929,12.0,12.0,4,2007.0,Urban,Excellent,Yes,5000000
5000,2093,3.0,3.0,1,1993.0,Downtown,Poor,No,119336
5001,2373,5.0,4.0,2,1998.0,Suburban,Excellent,Detached,416282
5002,962,1.0,2.0,1,2005.0,Urban,Fair,No,86054
5003,5265,8.0,9.0,1,2015.0,Downtown,Good,Attached,1065909
5004,3191,4.0,5.0,1,2011.0,Downtown,Good,Yes,784558
5005,1632,5.0,4.0,1,1961.0,Urban,Good,No,112175
5006,3144,5.0,6.0,2,2025.0,Downtown,Fair,No,986772
5007,1935,7.0,5.0,1,2007.0,Downtown,Good,No,544909
5008,5411,7.0,8.0,4,1984.0,Suburban,Fair,,1104185
5009,4157,8.0,8.0,4,2002.0,Urban,Fair,No,840259
5010,3820,6.0,7.0,4,2014.0,Suburban,Excellent,Detached,1257984
5011,3175,5.0,5.0,3,2025.0,Rural,Good,No,446943
5012,15000,12.0,12.0,4,1964.0,Urban,Fair,Yes,3538259
5013,4018,5.0,5.0,2,2025.0,Downtown,Good,Yes,975935
5014,6722,12.0,12.0,3,2009.0,Urban,Fair,Yes,2327991
5015,4685,8.0,8.0,4,1984.0,Suburban,Good,Attached,578269
5016,7055,12.0,12.0,4,1984.0,Rural,Good,Attached,3011947
5017,734,2.0,2.0,1,1974.0,Downtown,Poor,No,50316
5018,406,1.0,2.0,1,2022.0,Rural,Poor,Attached,50179
5019,4350,7.0,7.0,3,1990.0,Urban,Good,Yes,902200
5020,15000,,12.0,3,,Downtown,Excellent,,5000000
5021,6876,12.0,12.0,3,2013.0,Downtown,Excellent,Attached,3846720
5022,9975,12.0,12.0,3,1983.0,Urban,Fair,Attached,2149493
5023,6471,11.0,12.0,3,1987.0,Urban,Fair,Detached,2251997
5024,618,1.0,1.0,1,2017.0,Rural,Good,No,59722
5025,8166,12.0,12.0,4,1990.0,Suburban,Good,Attached,2050220
5026,2050,4.0,3.0,1,1958.0,Downtown,Fair,Yes,146003
5027,4897,7.0,9.0,1,2011.0,Downtown,Good,No,1503987
5028,1146,1.0,4.0,1,2017.0,Urban,Good,No,181516
5029,15000,12.0,12.0,2,,Urban,Good,Attached,4384245
5030,583,1.0,1.0,1,1961.0,Downtown,Poor,Yes,25000
5031,5566,11.0,10.0,2,1986.0,Downtown,Good,Yes,1515973
5032,6523,12.0,12.0,2,2022.0,Downtown,Excellent,No,5000000
5033,3169,5.0,5.0,4,1962.0,Rural,Fair,Detached,299090
5034,7532,12.0,12.0,2,2015.0,Downtown,Good,Detached,4530488
5035,2346,4.0,4.0,1,2006.0,Urban,Fair,Yes,318663
5036,11464,12.0,,2,2002.0,Downtown,Excellent,No,5000000
5037,2690,3.0,4.0,4,1954.0,Rural,Fair,Attached,354012
5038,4765,7.0,8.0,4,2014.0,Urban,Good,,1440828
5039,1928,3.0,4.0,1,1953.0,Rural,Poor,Attached,96750
5040,10342,12.0,12.0,3,2010.0,Urban,Poor,Yes,2737802
5041,2866,6.0,5.0,4,2004.0,Urban,Fair,No,810191
5042,7571,12.0,12.0,4,1989.0,Urban,Excellent,Attached,4327773
5043,6686,12.0,12.0,4,1975.0,Rural,Fair,Detached,1736205
5044,5259,9.0,9.0,7,1968.0,Downtown,Good,Yes,2028257
5045,806,2.0,2.0,1,1947.0,Urban,Fair,Yes,37484
5046,4136,5.0,7.0,4,1969.0,Rural,Fair,Detached,417538
5047,1342,1.0,2.0,1,1998.0,Downtown,Good,No,346435
5048,12619,12.0,,4,1990.0,Rural,Excellent,Detached,2467702
5049,10789,12.0,12.0,3,2005.0,Urban,Good,No,3635992
5050,2924,5.0,5.0,2,1962.0,Urban,Poor,No,244524
5051,2925,4.0,5.0,1,1974.0,Downtown,Good,No,444744
5052,5437,8.0,10.0,3,1970.0,Urban,Fair,Attached,825963
5053,3466,6.0,6.0,4,1994.0,Urban,Good,Attached,770869
5054,4865,7.0,7.0,2,1969.0,Urban,Excellent,Attached,1593306
5055,3235,3.0,4.0,1,1953.0,Downtown,Fair,Yes,168692
5056,460,1.0,2.0,2,,Urban,Good,Yes,103905
5057,8127,,12.0,4,1956.0,Rural,Fair,Attached,1827801
5058,6305,12.0,12.0,3,,Urban,Excellent,No,3370321
5059,1097,2.0,1.0,1,1994.0,Downtown,Good,Detached,272879
5060,2979,5.0,6.0,3,2008.0,Urban,Good,Yes,908659
5061,7121,12.0,12.0,2,1975.0,Downtown,Fair,Attached,1380419
5062,4381,8.0,7.0,4,1960.0,Rural,Fair,Attached,684913
5063,5460,7.0,7.0,3,1953.0,Urban,Excellent,Attached,968074
5064,832,3.0,2.0,2,2014.0,Urban,Fair,No,201712
5065,15000,12.0,12.0,3,1969.0,Urban,Fair,Detached,2737070
5066,1418,4.0,3.0,3,1966.0,Urban,Fair,Detached,155572
5067,4446,6.0,9.0,4,1985.0,Urban,Good,No,816461
5068,8713,12.0,12.0,4,2003.0,Rural,Good,Detached,2954987
5069,3263,5.0,6.0,3,1994.0,Urban,Excellent,Detached,1379486
5070,1012,3.0,3.0,1,,Rural,Good,No,221809
5071,3424,3.0,4.0,3,1976.0,Rural,Good,Detached,745255
5072,3399,6.0,4.0,3,1966.0,Suburban,Poor,Attached,281765
5073,2413,3.0,5.0,1,2016.0,Downtown,Good,Yes,875809
5074,2114,4.0,3.0,1,1983.0,Downtown,Fair,Yes,206046
5075,786,1.0,2.0,1,1989.0,Rural,Poor,Yes,25000
5076,7693,12.0,12.0,1,1947.0,Downtown,Good,Yes,1467052
5077,1563,4.0,2.0,1,2008.0,Urban,,No,250219
5078,2111,3.0,2.0,1,2001.0,Suburban,Good,Attached,384352
5079,3224,5.0,5.0,2,1978.0,Rural,Good,Attached,431009
5080,1317,2.0,3.0,1,1997.0,Urban,Good,Yes,184495
5081,1254,4.0,4.0,1,1952.0,Suburban,,Attached,79116
5082,15000,12.0,12.0,4,2004.0,Urban,Good,Attached,5000000
5083,2279,2.0,3.0,1,1983.0,Downtown,Excellent,Attached,572276
5084,3530,7.0,7.0,3,,Urban,Good,Attached,903618
5085,4572,6.0,7.0,4,1958.0,Urban,Fair,Yes,877812
5086,6971,12.0,12.0,3,1990.0,Urban,Excellent,Attached,3432837
5087,864,1.0,2.0,1,2011.0,Rural,,No,144628
5088,2008,3.0,3.0,3,1962.0,Urban,Fair,Attached,178836
5089,2827,5.0,5.0,1,2011.0,Downtown,,No,1021156
5090,2241,4.0,5.0,1,1983.0,Urban,Fair,Attached,217155
5091,4152,8.0,10.0,3,2015.0,Urban,,Attached,1237733
5092,12044,12.0,,4,1975.0,Rural,Poor,Detached,2112361
5093,12040,12.0,12.0,4,1983.0,Urban,Fair,Attached,2817977
5094,8845,,,3,,Urban,Excellent,No,4293161
5095,2454,6.0,6.0,1,2020.0,Downtown,Good,No,777785
5096,2269,3.0,5.0,2,1993.0,Suburban,Poor,Yes,108150
5097,4709,8.0,9.0,4,2019.0,Suburban,Excellent,Yes,1448302
5098,5752,10.0,10.0,3,1967.0,Downtown,Poor,No,1003141
5099,2341,5.0,4.0,1,1989.0,Urban,Fair,Attached,244124
5100,3635,9.0,7.0,1,1986.0,Downtown,Fair,No,628067
5101,2715,4.0,5.0,7,2011.0,Urban,Excellent,Attached,1444441
5102,1755,4.0,4.0,1,1990.0,Urban,,No,295402
5103,2004,4.0,4.0,7,1995.0,Downtown,Excellent,No,1196058
5104,6153,12.0,12.0,4,2015.0,Urban,Good,Detached,3171575
5105,3121,4.0,4.0,1,1954.0,Downtown,Fair,No,310449
5106,11945,,12.0,4,1957.0,Rural,Fair,Attached,2513169
5107,4724,7.0,9.0,2,1997.0,Downtown,Poor,No,694460
5108,3944,4.0,6.0,2,,Urban,,No,1501184
5109,2181,3.0,3.0,1,1983.0,Suburban,Poor,Attached,92277
5110,7057,12.0,12.0,1,1980.0,Downtown,Good,No,5000000
5111,3287,5.0,6.0,2,2010.0,Suburban,Excellent,Attached,2660512
5112,2020,2.0,3.0,1,1990.0,Urban,Good,Detached,341339
5113,4733,5.0,7.0,1,,Downtown,Excellent,No,2327962
5114,2502,4.0,3.0,3,1979.0,Suburban,Good,Attached,259117
5115,11168,12.0,12.0,4,2003.0,Rural,Good,Detached,2667973
5116,3228,3.0,5.0,3,1992.0,Urban,Poor,Yes,275028
5117,7823,12.0,12.0,4,1982.0,Suburban,Excellent,Attached,3063595
5118,3683,5.0,7.0,3,1955.0,Downtown,Poor,No,437049
5119,9730,12.0,12.0,4,2013.0,Urban,Excellent,Attached,5000000
5120,5623,10.0,10.0,4,1996.0,Rural,Fair,,1058307
5121,4704,8.0,8.0,1,1969.0,Downtown,Fair,Yes,491315
5122,779,1.0,2.0,1,1982.0,Urban,Poor,Yes,41056
5123,3009,6.0,7.0,4,1999.0,Rural,Fair,Attached,517807
5124,9501,12.0,12.0,3,2014.0,Urban,Fair,Attached,2110813
5125,2887,4.0,6.0,1,2013.0,Downtown,Excellent,No,1440025
5126,3334,7.0,7.0,3,1959.0,Suburban,Good,Yes,756534
5127,2620,3.0,5.0,2,1991.0,Downtown,Good,No,953436
5128,663,1.0,2.0,2,1982.0,Downtown,Good,Yes,159373
5129,3149,6.0,6.0,3,1986.0,Suburban,Excellent,Yes,963731
5130,9282,,12.0,4,2018.0,Suburban,Excellent,Detached,4022394
5131,1579,2.0,2.0,1,1940.0,Urban,Poor,No,42700
5132,4055,7.0,7.0,2,2020.0,Urban,Poor,Detached,636905
5133,3894,6.0,7.0,2,1965.0,Suburban,Good,Attached,646336
5134,2031,4.0,4.0,1,2009.0,Urban,Good,Attached,294086
5135,5498,9.0,9.0,2,1999.0,Downtown,Poor,,969571
5136,4064,5.0,7.0,4,2008.0,Suburban,,Attached,742366
5137,1325,2.0,2.0,1,1957.0,Urban,Fair,No,41060
5138,4106,9.0,9.0,4,2022.0,Suburban,,Attached,1126720
5139,9505,12.0,12.0,1,1971.0,Downtown,Poor,No,1189157
5140,1915,2.0,3.0,2,2016.0,Downtown,Fair,No,340285
5141,9018,12.0,12.0,4,1969.0,Urban,Fair,Yes,2995926
5142,2258,5.0,5.0,4,1989.0,Suburban,Fair,Attached,421164
5143,1242,2.0,2.0,2,1986.0,Suburban,Excellent,Detached,241941
5144,3724,4.0,5.0,3,1995.0,Suburban,Fair,Yes,463821
5145,4640,7.0,9.0,4,,Urban,Excellent,Attached,2308976
5146,3398,6.0,6.0,1,1992.0,Urban,Good,Yes,527647
5147,4082,7.0,7.0,3,1987.0,Downtown,Poor,No,584658
5148,1584,3.0,3.0,2,2025.0,Urban,,Attached,443909
5149,2895,6.0,5.0,1,1980.0,Suburban,Fair,Attached,596744
5150,6508,12.0,12.0,4,1961.0,Suburban,Good,Detached,2152513
5151,7551,12.0,12.0,3,1992.0,Downtown,Fair,Yes,1908208
5152,6798,12.0,12.0,4,2004.0,Urban,Good,Yes,2042219
5153,2379,4.0,5.0,1,1947.0,Rural,Fair,Attached,149812
5154,5304,7.0,9.0,4,1977.0,Suburban,Good,Attached,999836
5155,7808,12.0,12.0,2,1982.0,Downtown,Good,No,1866062
5156,973,2.0,1.0,1,1982.0,Urban,Fair,Yes,56305
5157,1398,3.0,3.0,1,1986.0,Downtown,Fair,No,62450
5158,1044,2.0,2.0,1,2002.0,Suburban,Good,Attached,162869
5159,15000,12.0,12.0,4,1948.0,Urban,Excellent,No,5000000
5160,4707,7.0,7.0,4,1986.0,Urban,Fair,Detached,905237
5161,2627,5.0,6.0,1,1992.0,Downtown,Good,Yes,462629
5162,12503,12.0,12.0,4,1996.0,Suburban,Fair,Attached,3520871
5163,5249,10.0,10.0,1,2010.0,Downtown,,Attached,1444643
5164,7178,12.0,12.0,4,2020.0,Rural,Fair,Detached,2158948
5165,1854,2.0,2.0,2,1987.0,Suburban,Fair,Detached,107962
5166,1769,2.0,3.0,2,2014.0,Downtown,Good,No,528020
5167,1401,2.0,3.0,2,1972.0,Urban,Poor,No,99374
5168,3002,5.0,6.0,1,1993.0,Downtown,Excellent,Yes,745728
5169,10541,12.0,12.0,3,1952.0,Urban,Fair,Yes,2477544
5170,4632,5.0,8.0,2,1987.0,Downtown,Poor,No,506211
5171,3599,4.0,5.0,3,1979.0,Downtown,Poor,No,324910
5172,6400,9.0,12.0,2,2014.0,Downtown,Excellent,No,4218564
5173,9615,12.0,12.0,4,1976.0,Urban,Fair,Attached,2454787
5174,1674,4.0,3.0,1,1988.0,Urban,Excellent,Yes,531481
5175,5707,7.0,9.0,4,1973.0,Suburban,Fair,Attached,827798
5176,1231,1.0,2.0,1,1956.0,Downtown,Poor,No,54706
5177,4533,8.0,7.0,4,1994.0,Suburban,Fair,Attached,616712
5178,3546,5.0,5.0,3,1949.0,Suburban,Fair,Attached,293208
5179,1447,2.0,2.0,1,1977.0,Urban,Poor,Attached,75122
5180,5974,10.0,12.0,3,2010.0,Suburban,Good,Attached,2078107
5181,1628,1.0,2.0,1,1953.0,Downtown,Poor,No,64397
5182,5406,8.0,9.0,4,2016.0,Rural,Poor,Detached,778303
5183,2643,6.0,6.0,1,1993.0,Downtown,Fair,No,484146
5184,1737,4.0,2.0,2,2015.0,Urban,Excellent,Attached,576932
5185,13520,12.0,12.0,4,1962.0,Urban,Fair,Attached,2490325
5186,5878,9.0,11.0,4,2017.0,Suburban,Good,Detached,2280112
5187,1760,3.0,3.0,1,1955.0,Downtown,Poor,Yes,113969
5188,1769,4.0,4.0,2,2008.0,Rural,Excellent,Yes,369713
5189,3184,5.0,6.0,2,2000.0,Downtown,Excellent,Yes,1615427
5190,1696,4.0,3.0,3,2018.0,Urban,Excellent,Attached,752129
5191,4200,7.0,8.0,1,2005.0,Downtown,Good,No,1198321
5192,8299,12.0,12.0,4,2011.0,Rural,Excellent,Detached,3472008
5193,4053,5.0,7.0,2,1976.0,Downtown,Fair,No,627341
5194,5818,9.0,10.0,4,1951.0,Suburban,Good,Yes,1129183
5195,2373,4.0,4.0,1,1985.0,Urban,Excellent,Attached,621699
5196,4892,8.0,10.0,4,,Rural,Excellent,Detached,1087495
5197,5254,7.0,8.0,4,2005.0,Rural,Good,Detached,931721
5198,6736,12.0,12.0,4,2005.0,Suburban,Good,Detached,2546399
5199,5359,9.0,10.0,3,2012.0,Urban,Poor,,1255741
5200,5402,11.0,11.0,4,,Urban,Excellent,Attached,1892534
5201,3435,4.0,5.0,1,1991.0,Downtown,Excellent,Yes,726905
5202,8026,12.0,12.0,4,1986.0,Urban,Good,Yes,3257970
5203,4171,8.0,7.0,3,2014.0,Urban,Good,Yes,369046
5204,1663,1.0,1.0,2,1999.0,Rural,Poor,No,44191
5205,3532,4.0,7.0,2,2018.0,Downtown,Good,No,496449
5206,3685,7.0,6.0,1,2011.0,Urban,,Detached,600070
5207,2613,5.0,5.0,6,2014.0,Urban,Good,No,913200
5208,1378,3.0,2.0,1,2011.0,Urban,Good,No,148077
5209,7315,12.0,12.0,4,1976.0,Suburban,Good,Yes,3550085
5210,9276,12.0,12.0,2,2007.0,Urban,Excellent,No,5000000
5211,4432,8.0,7.0,3,1985.0,Urban,Fair,Attached,616464
5212,2389,5.0,4.0,1,1986.0,Downtown,Fair,Yes,283956
5213,3978,7.0,7.0,4,1990.0,Urban,Poor,Attached,597685
5214,3984,5.0,7.0,2,,Rural,Good,Yes,848681
5215,2656,5.0,6.0,3,2017.0,Suburban,Excellent,Attached,939614
5216,6434,12.0,12.0,4,,Urban,Excellent,Yes,2760401
5217,1833,2.0,3.0,2,1996.0,Urban,Fair,No,153254
5218,2003,3.0,3.0,1,1979.0,Urban,Poor,No,106405
5219,4412,8.0,7.0,3,1988.0,Urban,Poor,Yes,817707
5220,3650,4.0,5.0,2,2000.0,Downtown,Fair,No,554393
5221,5529,11.0,10.0,2,1975.0,Downtown,,No,1145146
5222,8954,12.0,12.0,1,1956.0,Downtown,Fair,Detached,1671227
5223,3373,3.0,4.0,1,1979.0,Downtown,,No,228502
5224,2461,4.0,5.0,1,1961.0,Suburban,Fair,Attached,183142
5225,6040,12.0,12.0,3,2025.0,Urban,Good,Yes,2849453
5226,920,1.0,2.0,1,2005.0,Suburban,Good,Attached,129066
5227,2773,5.0,6.0,3,1979.0,Urban,Fair,Detached,248850
5228,6546,12.0,12.0,3,1975.0,Urban,Fair,Detached,1441657
5229,2708,3.0,4.0,2,1979.0,Urban,Excellent,Detached,733843
5230,7207,12.0,12.0,4,1965.0,Urban,Excellent,,4452572
5231,9541,12.0,12.0,4,,Rural,Poor,Attached,2840321
5232,1502,6.0,4.0,2,1981.0,Urban,Good,,333892
5233,1527,2.0,2.0,1,2009.0,Downtown,Good,No,302453
5234,3124,5.0,6.0,4,1997.0,Urban,Excellent,No,1232829
5235,11868,12.0,12.0,1,2011.0,Downtown,Excellent,No,5000000
5236,12836,,12.0,4,2000.0,Urban,Fair,Attached,4639716
5237,10304,12.0,12.0,4,1974.0,Urban,Fair,Detached,2255359
5238,6898,12.0,12.0,2,2015.0,Downtown,Good,No,1986583
5239,13671,12.0,12.0,3,1978.0,Downtown,Fair,Detached,2198743
5240,9275,12.0,12.0,2,1998.0,Downtown,Fair,Attached,2112163
5241,10193,12.0,12.0,4,1992.0,Rural,Good,Attached,2316526
5242,14817,12.0,12.0,1,2003.0,Downtown,Fair,Attached,3393771
5243,1800,5.0,4.0,4,1997.0,Suburban,Excellent,Attached,528395
5244,1064,3.0,2.0,1,2002.0,Downtown,Fair,No,166243
5245,4189,4.0,7.0,4,1983.0,Suburban,Poor,,621539
5246,3139,7.0,7.0,2,1995.0,Downtown,,Attached,946016
5247,1132,2.0,2.0,1,2015.0,Downtown,,No,180368
5248,3629,6.0,5.0,3,1994.0,Urban,Poor,Attached,475329
5249,2418,5.0,5.0,1,1983.0,Suburban,Poor,Attached,169244
5250,9826,12.0,12.0,3,1964.0,Suburban,,Yes,2584801
5251,1128,3.0,2.0,1,2004.0,Urban,Excellent,No,171104
5252,1870,2.0,3.0,1,,Downtown,Good,No,698947
5253,1168,2.0,3.0,3,1999.0,Urban,Good,No,273705
5254,2768,5.0,6.0,3,1969.0,Suburban,Poor,Detached,433705
5255,3113,4.0,6.0,3,2006.0,Suburban,Good,No,532757
5256,8217,12.0,12.0,1,2006.0,Downtown,Fair,Attached,2010797
5257,3687,5.0,7.0,2,1992.0,Suburban,Poor,Yes,382706
5258,11962,12.0,,1,1968.0,Downtown,Poor,No,1131765
5259,8118,,12.0,4,1998.0,Rural,Poor,Yes,2651766
5260,7736,12.0,12.0,3,,Urban,Good,Yes,3719581
5261,3290,4.0,6.0,3,1978.0,Urban,Fair,Yes,390915
5262,12500,,12.0,3,1998.0,Urban,Fair,Attached,2687670
5263,3921,8.0,6.0,2,1945.0,Suburban,Good,Yes,481905
5264,532,1.0,1.0,1,1984.0,Rural,Poor,Attached,25000
5265,2281,2.0,3.0,1,1939.0,Downtown,,No,197118
5266,13247,,12.0,4,1994.0,Suburban,Excellent,Attached,5000000
5267,2979,4.0,6.0,2,1999.0,Downtown,Poor,No,1246030
5268,3065,5.0,5.0,3,1998.0,Urban,Good,Detached,611646
5269,1208,3.0,1.0,1,1989.0,Rural,Poor,Attached,33651
5270,2949,5.0,5.0,2,1991.0,Downtown,Excellent,No,903503
5271,2351,5.0,5.0,2,1992.0,Urban,Poor,No,330764
5272,5517,10.0,8.0,2,1951.0,Urban,,No,1071886
5273,6776,12.0,12.0,4,1982.0,Urban,Poor,Attached,2323356
5274,3399,5.0,5.0,3,1944.0,Suburban,Poor,Yes,232362
5275,2535,5.0,6.0,3,2021.0,Urban,Good,No,730983
5276,1483,4.0,3.0,1,2020.0,Rural,Good,Attached,162046
5277,2288,1.0,4.0,1,2019.0,Suburban,Excellent,Detached,495391
5278,5074,10.0,10.0,3,1973.0,Urban,Fair,Attached,917553
5279,983,1.0,2.0,1,1991.0,Urban,Fair,No,77118
5280,2360,2.0,4.0,2,1962.0,Downtown,Fair,Attached,157038
5281,706,3.0,4.0,1,,Urban,Good,No,471835
5282,2290,7.0,6.0,2,2017.0,Suburban,,Yes,570841
5283,5732,7.0,9.0,3,2007.0,Urban,Good,Yes,1444880
5284,9874,12.0,12.0,4,1958.0,Rural,Excellent,Detached,3259037
5285,2641,4.0,5.0,1,1966.0,Downtown,Fair,No,138708
5286,12713,12.0,12.0,4,1979.0,Rural,Excellent,Detached,3281002
5287,3958,6.0,6.0,4,1990.0,Urban,Good,Attached,1594457
5288,4417,6.0,7.0,1,1957.0,Downtown,,Attached,1409740
5289,1949,3.0,4.0,2,2015.0,Urban,Excellent,No,507585
5290,1314,2.0,3.0,1,1992.0,Downtown,Poor,Attached,103689
5291,2187,3.0,1.0,2,1957.0,Rural,Poor,Yes,97989
5292,4005,8.0,8.0,3,1989.0,Suburban,Good,Attached,477004
5293,2459,6.0,4.0,4,2000.0,Urban,Fair,Detached,442768
5294,9500,12.0,12.0,4,2002.0,Rural,Good,Detached,2848797
5295,3446,4.0,5.0,4,1966.0,Rural,Fair,Detached,326619
5296,7904,12.0,12.0,4,1963.0,Rural,Fair,,1852907
5297,6365,12.0,12.0,3,2016.0,Downtown,Fair,Attached,2043031
5298,6094,10.0,12.0,1,2008.0,Downtown,Fair,Attached,1714741
5299,12281,12.0,,4,2011.0,Suburban,Good,Attached,5000000
5300,768,2.0,2.0,1,2009.0,Downtown,Good,No,190265
5301,4644,6.0,8.0,1,2004.0,Downtown,Excellent,No,1901739
5302,1256,4.0,3.0,1,2003.0,Downtown,Poor,No,165025
5303,4721,10.0,9.0,2,1975.0,Downtown,Fair,Attached,983959
5304,15000,12.0,12.0,4,1969.0,Suburban,Fair,Attached,3541208
5305,3264,6.0,5.0,2,2011.0,Downtown,Good,No,2454770
5306,3002,6.0,6.0,3,2000.0,Urban,Good,No,894802
5307,7446,12.0,12.0,2,2000.0,Downtown,Excellent,No,2779822
5308,8486,12.0,12.0,3,1999.0,Urban,Fair,Attached,2738215
5309,2978,5.0,5.0,4,1961.0,Rural,Poor,Detached,561960
5310,4239,6.0,7.0,3,,Urban,Excellent,,1720891
5311,4090,8.0,9.0,3,2020.0,Urban,Good,Yes,1181319
5312,1785,2.0,4.0,1,1954.0,Downtown,Fair,No,114941
5313,12408,12.0,12.0,3,1966.0,Urban,Fair,Attached,1592837
5314,3213,4.0,5.0,3,2002.0,Urban,Fair,No,383218
5315,1419,2.0,3.0,2,1976.0,Suburban,Good,Detached,207051
5316,2536,6.0,6.0,3,1984.0,Rural,Poor,No,401501
5317,2305,3.0,3.0,3,2006.0,Rural,Good,No,410115
5318,10119,12.0,12.0,3,1984.0,Urban,Good,Attached,4038767
5319,2227,3.0,4.0,1,1998.0,Urban,Good,Detached,347673
5320,2904,6.0,5.0,2,1985.0,Downtown,Good,No,507751
5321,2191,4.0,4.0,1,2022.0,Urban,Good,Detached,532024
5322,2429,5.0,3.0,2,1986.0,Rural,Fair,No,175053
5323,9509,12.0,12.0,4,1964.0,Rural,Fair,Detached,2021692
5324,2718,3.0,2.0,2,1956.0,Downtown,Poor,No,171639
5325,1944,3.0,5.0,3,1999.0,Urban,Poor,Attached,235946
5326,3155,6.0,6.0,3,1988.0,Urban,Poor,No,423817
5327,832,1.0,1.0,1,2025.0,Downtown,,No,236958
5328,4446,8.0,8.0,4,2000.0,Urban,Good,No,1137364
5329,4081,7.0,7.0,4,1967.0,Urban,Good,Yes,857074
5330,9301,12.0,12.0,2,2020.0,Urban,Good,Attached,3483590
5331,2057,2.0,3.0,2,2012.0,Suburban,,No,227184
5332,4197,6.0,4.0,3,1966.0,Urban,Fair,Attached,321193
5333,15000,,,4,1990.0,Urban,Excellent,Detached,5000000
5334,1141,3.0,2.0,1,2009.0,Urban,Excellent,No,291004
5335,1814,3.0,3.0,1,1949.0,Downtown,Fair,No,168644
5336,1230,1.0,3.0,2,2000.0,Urban,Good,Attached,204914
5337,1864,5.0,5.0,2,1949.0,Rural,Fair,Attached,215617
5338,1778,1.0,2.0,1,,Downtown,Good,No,341395
5339,3134,5.0,4.0,2,1971.0,Urban,Good,No,437321
5340,3434,4.0,5.0,4,2002.0,Urban,Good,Attached,860054
5341,3809,5.0,6.0,3,1950.0,Suburban,Good,Attached,562019
5342,11994,12.0,12.0,3,2013.0,Urban,,Detached,3985584
5343,3033,4.0,4.0,1,1953.0,Downtown,Excellent,Yes,1504751
5344,4183,8.0,7.0,4,1986.0,Rural,Poor,Attached,891512
5345,2148,4.0,3.0,2,2003.0,Downtown,,Yes,421618
5346,1621,3.0,4.0,1,1992.0,Urban,,Attached,177449
5347,3544,7.0,5.0,3,1980.0,Suburban,Good,Attached,606998
5348,3098,6.0,7.0,4,1991.0,Suburban,Poor,No,608183
5349,10487,12.0,12.0,4,1971.0,Urban,Poor,Attached,2500274
5350,932,1.0,1.0,1,2005.0,Urban,Excellent,No,327534
5351,2299,4.0,4.0,2,1965.0,Urban,Excellent,Detached,517161
5352,1584,3.0,3.0,2,2008.0,Urban,Fair,No,133331
5353,3570,6.0,7.0,1,2025.0,Downtown,Excellent,Attached,1581191
5354,8163,12.0,12.0,3,1983.0,Urban,Fair,Yes,2284984
5355,967,3.0,1.0,1,2014.0,Urban,Good,No,113934
5356,1797,1.0,2.0,1,1995.0,Downtown,Fair,No,166190
5357,2879,6.0,6.0,1,,Downtown,Excellent,No,1955266
5358,6731,12.0,12.0,1,1963.0,Downtown,Good,Attached,1748100
5359,10275,12.0,12.0,1,2015.0,Downtown,Excellent,No,5000000
5360,6417,11.0,12.0,1,2012.0,Downtown,Excellent,Detached,2761215
5361,2555,6.0,4.0,2,1981.0,Urban,Fair,Attached,256840
5362,12983,12.0,12.0,4,1982.0,Urban,Fair,Detached,4227885
5363,4981,10.0,12.0,2,,Downtown,,No,2298922
5364,7981,12.0,12.0,2,1990.0,Downtown,Good,Attached,3040373
5365,9180,12.0,12.0,4,1972.0,Urban,Excellent,Attached,4189803
5366,1688,4.0,3.0,2,1979.0,Urban,Excellent,Yes,265849
5367,3610,6.0,7.0,4,1959.0,Rural,,Attached,727697
